,EBIT / total assets,short-term liabilities / total assets,current assets / short-term liabilities,(current assets - inventory - receivables) / short-term liabilities,retained earnings / total assets,equity / total assets,total sales / total assets,(gross profit + depreciation) / total liabilities,gross profit / sales,total liabilities / ((profit on operating activities + depreciation) * (12/365)),(inventory * 365) / cost of products sold,profit on sales / total assets,gross profit (in 3 years) / total assets,(equity - share capital) / total assets,equity / fixed assets,logarithm of total assets,(total liabilities - cash) / sales,(short-term liabilities * 365) / cost of products sold),sales / short-term liabilities,operating expenses / total liabilities,profit on operating activities / sales,rotation receivables + inventory turnover in days,(receivables * 365) / sales,working capital,(sales - cost of products sold) / sales,(current assets - inventory - short-term liabilities) / (sales - gross profit - depreciation),total costs /total sales,long-term liabilities / equity,sales / receivables,sales / fixed assets,working capital / total assets,class
9388,0.06494,0.4312,1.6964,0.2396,0.12465999999999999,0.5264300000000001,2.0312,0.17824,0.032681,0.2359,24.431,0.046531,0.16589,0.5264300000000001,1.9604,4.5749,0.19509,0.22488,4.6083,0.098254,0.023416,115.38,91.808,11282.0,0.035046,0.085896,0.96495,0.080491,3.9757,7.4,0.30027,0
9389,0.25326,0.19029000000000001,2.8367,1.4558,0.0,0.70122,1.5101,1.1209,0.16771,0.02657,29.037,0.27756,0.31756999999999996,0.6879,1.5236,4.5744,0.047185,0.15439,7.9358,4.1251,0.19415,63.51,39.81,13116.0,0.18381,0.28986999999999996,0.83606,0.07913400000000001,9.1685,3.2811,0.34949,0
9390,0.0088868,0.1948,3.6713,0.99153,0.0,0.80345,1.1742,0.25441,0.0075682,0.13083,85.282,-0.0015333,0.14151,0.79823,2.8206,4.0611,0.099047,0.16567,6.0281,5.9819,0.0076308,162.26,76.866,5989.7,-0.0013058,0.0070677,0.9926,0.0,4.7485,4.1223,0.52035,0
9391,0.062227,0.42046999999999995,2.2933,1.0735,0.0,0.57953,5.0424,0.22401,0.012341,0.11691,0.0,0.10899,0.32606,0.15803,16.229,2.8523,-0.002109,0.08523,11.992,11.733,0.017436,37.126,37.126,387.06,0.021615,0.057263,0.98766,0.0,9.8313,141.2,0.54382,0
9392,-0.086935,0.27526,0.44182,0.022821,-0.1546,0.37935,0.66074,-0.082691,-0.13157,0.58094,32.065,0.0032461,-0.22445,0.26947,0.43187,3.9191,0.9351,0.51396,2.4004,0.86291,0.0,63.712,37.721,-1275.3,0.18944,-0.22916999999999998,0.81636,0.8426299999999999,9.6763,0.75222,-0.15365,0
9393,0.016577,0.5380199999999999,0.74975,0.065936,0.10254,0.32466,0.97846,0.07062,0.017614,0.13644,95.112,0.13105,0.10920999999999999,0.32466,0.54416,4.7379,0.70287,0.65205,1.7492,0.19502,0.13924,142.69,59.299,-7363.4,0.12326,0.048922,0.87674,0.41258,6.1552,1.5774,-0.13464,0
9394,0.014888,0.72138,1.2839,0.13723,0.0,0.27862,2.5617,0.047598,0.0058119,0.62732,13.585,0.037277,0.56603,0.25133,3.7748,3.263,0.24968,0.28577,3.551,3.4994,0.0073715,117.86,104.48,375.3,0.014552,0.029172000000000003,0.99428,0.0,3.4936,34.706,0.20481,0
9395,0.029142,0.34173000000000003,2.4776,2.1578,0.0,0.6572100000000001,3.4983,0.28593,0.0083304,0.10363,0.0,0.041266000000000004,0.47523999999999994,0.41128000000000003,4.2861,2.3082,-0.1017,0.09885,10.237,10.085,0.01183,11.401,11.401,102.66,0.011796,0.032443,0.99167,0.0,32.014,22.815,0.5049399999999999,0
9396,0.09342400000000001,0.71573,0.91868,0.19649,0.0,0.18736,2.0342,0.19266,0.045926,0.13472,53.255,0.13645,0.18953,0.16929,0.54707,3.4421,0.34392,0.37714,2.8422,2.3353,0.067801,92.746,43.063,-161.09,0.067076,0.41776,0.95425,0.11810999999999999,8.476,5.9399,-0.058200999999999996,0
9397,0.11777,0.2947,1.8833,0.94236,0.0,0.62073,0.66398,0.34625,0.17736,0.10519,41.761,0.10728,0.38991,0.61706,1.3949,5.0374,0.15446,0.52936,2.2531,1.4678,0.16059,152.43,117.42,28374.0,0.16157,0.18548,0.83283,0.13105999999999998,3.1085,1.4921,0.26031,0
9398,0.041757999999999997,0.38976,0.90804,0.046722,0.032886,0.33416999999999997,0.58502,0.083774,0.071379,0.37102,111.45,0.11055,0.12921,0.065118,0.51723,5.1881,1.1381,0.80148,1.501,0.73037,0.078285,209.45,116.8,0.90804,0.18897,0.0,0.82811,0.8261200000000001,3.1249,0.90549,-0.035844,0
9399,-0.12242,0.091379,10.281,6.0342,0.0,0.9086200000000001,0.7094600000000001,-1.1623,-0.17256,-0.028488,53.989,-0.14253,0.53325,0.79619,15.014,2.6481,0.1288,0.10725,7.764,9.3237,-0.17356,199.66,134.83,377.17,-0.2009,-0.13474,1.1668,0.0,2.7072,11.723,0.8481,0
9400,0.12597,0.26048000000000004,0.81468,0.24022,0.0,0.24453000000000003,1.1509,0.23374,0.10945,0.11796,14.295,0.16275,0.15943,0.17229,0.3104,3.9194,0.61461,0.2636,4.4185,1.308,0.14151,47.455,35.182,-400.91,0.14141,0.42168,0.89082,2.0243,10.375,1.461,-0.048272,0
9401,0.14898,0.8682200000000001,1.1423,0.016447,-0.62713,-0.32411,0.32269000000000003,0.17507,0.46168,0.10254,7.6847,-0.17440999999999998,-0.47821,-0.47815,-39.242,3.1134,4.0628,1.7466,0.37167,0.37542,1.0772,1105.6,1093.8,160.37,-0.54049,-0.45965,0.82457,-1.4066,0.33371,39.07,0.12352,0
9402,0.050696,0.56323,1.052,0.089505,-0.12957,0.40109,1.7795,0.20891,0.02849,0.12662,79.287,0.08214400000000001,0.45019,0.055511000000000005,0.98427,3.2972,0.31302,0.33183,3.1594,2.834,0.046777,111.19,35.566,58.03,0.046162,0.1264,0.97153,0.08895800000000001,10.263,4.3668,0.029271,0
9403,-0.015186000000000002,0.33121999999999996,2.1783,1.106,0.022362,0.19492,0.93429,-0.0057821,-0.016254,4.006,50.943,-0.0044108,0.0032484000000000002,0.0071755,0.6999,3.9476,0.86171,0.35285,2.8207,1.166,-0.0041016,138.75,87.57,3459.2,-0.0047209,-0.07791100000000001,1.0157,2.4311,4.1681,3.3548,0.39029,0
9406,0.12090999999999999,0.47644,1.5244,0.14137,0.0,0.52356,3.2527,0.35001,0.037173,0.086901,13.938,0.13705,0.36519,0.49309,1.9127,3.2943,0.12577,0.15292,6.8271,6.5394,0.04209,73.941,60.59,491.95,0.042134,0.17698,0.96283,0.0,6.0241,11.883,0.24984,0
9407,0.26576,0.20287,2.6778,1.5509,0.0,0.79315,0.15589,1.6609,1.7048,0.020669,5.6224,-0.15269000000000002,-0.12719,0.71848,1.7365,2.8258,-0.65024,0.65742,0.76844,1.4918,1.6409,535.3,524.17,227.93,-0.97946,0.32153000000000004,0.53728,0.0,0.69634,0.3413,0.34038,0
9408,0.084174,0.12385999999999998,7.8787,0.51361,0.0,0.6140399999999999,4.5843,0.2598,0.018361,0.10504,42.458,0.12616,0.23024,0.48305,25.448,3.0588,0.07173,0.027783,37.011,11.551,0.023207,72.633,31.344,975.62,0.02752,0.11041,0.98166,0.42666000000000004,11.645,189.99,0.85201,0
9409,0.5139600000000001,0.35607,2.432,2.0071,0.5139600000000001,0.61934,1.1909999999999998,1.3866,0.43302,0.023714,8.5915,0.51386,0.5139600000000001,0.61934,4.6203,4.4672,-0.27771,0.53653,3.3334,1.3499,0.43294,46.521,41.717,14953.0,0.44086,0.82985,0.55914,0.039716,8.7494,8.8543,0.50989,0
9410,0.016277,0.2499,3.5379,0.16169,0.0,0.7430100000000001,1.9104,0.10589,0.0085204,0.78421,159.47,0.046151,0.054863999999999996,0.7047100000000001,6.4238,3.7178,0.1244,0.1769,7.6444,5.5011,0.0,161.21,43.283,3312.0,0.26053,0.021907,0.74479,0.0,8.4328,16.517,0.6342399999999999,0
9411,0.053336,0.40331999999999996,1.4899,0.053515,0.2943,0.48394,1.4818,0.25405,0.03633,0.1241,73.141,0.058017,0.2943,0.48394,1.2126,4.251,0.28121,0.2848,3.64,0.13459,0.039518,144.03,73.481,3521.5,0.035382,0.11020999999999999,0.96462,0.057303,4.9673,3.6786,0.19759000000000002,0
9412,-0.033885000000000005,0.014919,7.0288,0.081241,-0.32456,0.98505,0.0265,-0.64855,-1.2787,-0.052154,0.2577,-0.042779000000000005,-0.090463,0.057184000000000006,1.1005,3.5706,0.53628,0.21535,1.7762,4.6339,-1.2733,1427.7,1427.0,334.69,-1.6143,-0.034399,1.9535,0.0,0.25578,0.029605,0.089947,0
9413,0.19233,0.7207600000000001,0.99947,0.028341,-0.005626,0.23010999999999998,2.7361,0.29437,0.070293,0.1124,36.295,0.19279000000000002,0.19233,0.17803,0.82292,3.2833,0.27509,0.28339,3.7962,3.3035,0.070907,93.372,59.635,-0.738,0.070461,0.79809,0.9298,0.21350999999999998,6.1205,9.7849,-0.00038439999999999997,0
9414,0.47685,0.1344,6.2049,2.5418,0.0,0.8656,1.5997,3.7386,0.29808,0.0090175,48.718,0.4458,1.9211,0.64735,5.2124,3.4228,-0.12783,0.11647,11.903,8.586,0.29455,112.33,77.185,1851.7,0.27867,0.55089,0.70806,0.0,4.7289,9.6331,0.69953,0
9415,-0.22495,0.36684,1.9078,0.089763,-0.077029,0.6331600000000001,1.067,-0.26909,-0.21083,-0.12819,86.685,-0.23553000000000002,-0.31155,-0.30198,2.1096,3.2466,0.31749,0.28164,2.9086,3.5506,-0.20772,228.15,122.33,587.6,-0.22074,-0.35528000000000004,1.2074,0.0,2.9837,3.5549,0.33303,0
9416,0.040389999999999995,0.54268,1.5326,0.13265,0.39204,0.44111999999999996,2.2421,0.14171,0.018136,0.073246,39.865,0.20706999999999998,0.49943000000000004,0.44111999999999996,2.6211,4.0983,0.21387,0.27084,4.1038,0.38157,0.092979,124.51,88.644,3624.4,0.10029,0.07582799999999999,0.89971,0.0,4.1176,13.233,0.28902,0
9417,0.0069319,0.96555,0.40888,0.0081845,-0.48678999999999994,0.030833,1.5455,0.082841,0.0044851,0.41081,26.371,-0.065384,-0.72402,-0.41383000000000003,0.050946,3.7499,0.62336,0.59938,1.6007,1.6622,0.0034182,91.37,63.883,-3208.9,-0.042305,0.36726,0.99583,0.0,5.7136,2.5538,-0.57076,0
9418,0.014641,0.24622,1.3573,0.062182,0.0,0.26975,1.4223,0.063737,0.010294,0.43446,52.034,0.02536,0.14867,0.26779000000000003,0.40514,5.0093,0.5062,0.17625,5.7767,1.913,0.016962,81.834,30.727,8989.2,0.01783,0.041916,0.98981,1.7571,11.879,2.1362,0.08797999999999999,0
9419,0.011701000000000001,0.095601,8.0223,3.1518,0.0,0.9044,0.95995,1.3987,0.012189,0.024963,35.377,0.005599600000000001,0.18945,0.8053899999999999,3.8806,3.3368,-0.21305,0.10017,10.041,9.9827,0.0058773,177.05,141.87,1457.9,0.0058332,0.012938,0.98789,0.0,2.5727,4.1189,0.6713399999999999,0
9420,0.10987999999999999,0.39008000000000004,1.6787,0.036995,0.37306,0.5855,2.5865,0.38666,0.042864,0.083997,43.789,0.11173,0.49163999999999997,0.5855,1.6963,4.4343,0.15035,0.15904,6.5714,0.28606,0.043588,91.186,49.287,7196.0,0.043166,0.14113,0.95683,0.00086213,7.4055,7.4265,0.26475,0
9421,0.00821,0.643,1.4641,-0.18054,-0.027187,0.30858,2.4833,0.044253,0.0033062,0.55658,89.687,0.019075,0.31319,0.29796999999999996,5.2669,3.6733,0.33308,0.26094,3.862,3.5639,0.00766,155.44,66.439,1406.3,0.0076814,0.02215,0.99671,0.0,5.4938,42.385,0.29841,0
9422,0.018059,0.25954,1.4607,0.044365,-0.017437,0.48278000000000004,0.5605,0.062234,0.03222,0.37429,157.76,0.16822,0.04488,0.42385,0.77757,5.7423,0.90523,0.63895,2.1596,0.78534,0.056971,239.38,125.06,1.4607,0.30013,0.031506,0.74984,0.49407,2.9187,0.90274,0.11957999999999999,0
9423,0.36363,0.16347,3.9744,1.1443,0.76983,0.76102,1.3482,2.5158,0.27248,0.013027,45.376,0.36493000000000003,0.76983,0.76102,2.1724,4.2241,-0.012739,0.16995,8.1638,2.2324,0.27345,126.53,93.829,8146.1,0.27925,0.47783000000000003,0.72075,0.0,3.89,3.8096,0.48622,0
9424,0.18809,0.28608,0.90761,0.21463,0.035153,0.2566,1.7309,0.25465,0.10867,20.496,7.8785,0.037854,0.44766999999999996,0.20105,0.3466,3.8396,0.41404,0.24562,6.0504,1.5668,0.0,41.805,36.504,-182.69,0.3271,0.73301,0.68729,1.5959,9.9989,2.338,-0.026431,0
9425,-0.026608,0.7115100000000001,0.90892,0.054011,0.039175,0.2859,1.6894,0.05034,-0.01575,0.48135,122.04,-0.032784,0.034435,0.012567,0.80923,3.4498,0.40393,0.41315,2.3744,2.4117,-0.0077573,131.42,7.0094,-182.57,-0.019406,-0.093068,1.0154,0.0,52.073,4.7818,-0.064807,0
9426,0.19497,0.18367,5.2669,1.2994,0.0,0.7973,4.5808,1.0841,0.042562,0.030865,13.261,0.19693,0.7571,0.72944,24.438,3.4694,-0.0002996,0.041897,24.94,21.627,0.042378,58.065,45.373,2309.9,0.042989,0.19719,0.95752,0.0,8.0444,140.41,0.7837,0
9427,-0.20823000000000003,0.21671999999999997,2.1996,0.17177,0.0,0.7563300000000001,3.6258,-0.56488,-0.057431,-0.081589,21.137,-0.16159,0.096808,0.48363,1.4453,3.2633,0.057896,0.057223,16.73,15.543,-0.046925,44.242,22.163,476.68,-0.044567,-0.27531,1.0573,0.035629,16.469,6.9287,0.25998000000000004,0
9428,0.46158999999999994,0.5776600000000001,0.85363,0.24495,0.0,0.15532,3.3642,0.6427,0.1372,0.047466,15.871,0.52951,0.93214,0.0,0.30642,3.3221,0.2127,0.20378,5.8239,3.356,0.15216,38.148,24.775,-177.51,0.1574,0.0,0.86511,1.5107,14.733,6.637,-0.084551,0
9429,-0.0012044,0.056361,13.426,2.6201,0.0,0.93678,1.2731,0.26026,-0.00094608,0.076777,126.63,-0.00024017,0.36730999999999997,0.92555,3.8504,3.6485,-0.053345,0.044264,22.588,20.142,0.007689,174.62,47.967,3117.3,-0.00018865,-0.0012857,1.0009,0.0,7.6094,5.2326,0.70034,0
9430,-0.024269,0.036788,11.02,1.368,-0.059625,0.7352,0.81887,0.14033,-0.029715,0.16947,126.31,-0.010061,-0.059467,0.7352,1.2365,4.8115,0.31353,0.044483,22.201,-0.037996,-0.012319,158.69,30.793,23884.0,-0.012597,-0.033010000000000005,1.0126,0.31013,11.853,1.3736,0.36862,0
9431,0.10153999999999999,0.23983000000000002,2.0907,0.7146,0.30835,0.75283,1.2514,0.68354,0.081858,0.044586,50.421,0.11483,0.38599,0.75283,1.5099,4.6855,0.067134,0.21186,5.1721,0.46512,0.092574,97.115,51.1,12681.0,0.087396,0.10568,0.9126,0.0093724,7.1428,2.4878,0.26159,0
9432,0.015104,0.39123,1.8172,0.38635,-0.34045,0.37006,0.93405,0.17276,0.016171,0.17785,180.01,-0.037787,0.039518,0.21264,1.2803,2.8029,0.51883,0.40256,2.3875,1.5427,0.026058,218.75,31.465,203.11,-0.040453,0.040816000000000005,0.98484,0.63808,11.6,3.2315,0.31972,0
9433,0.22218000000000002,0.34425,2.2542,0.86444,0.0,0.58934,2.2588,0.57212,0.09836,0.060504,5.1043,0.21832,0.3556,0.56489,2.631,3.6755,0.05825,0.16871,6.5615,4.9688,0.094507,77.306,72.695,2045.3,0.096652,0.31199,0.9029,0.079862,5.0209,10.084,0.43175,0
9434,-0.17465999999999998,0.27591,1.6567,0.026448,-0.47197,0.38904,0.89636,-0.16765,-0.20397,-0.25033,122.27,-0.15624000000000002,-0.45582,0.38904,0.7166,5.2557,0.58599,0.2777,3.1035,-0.30807,-0.18247,191.73,49.863,32647.0,-0.16031,-0.49504,1.1603,0.59442,7.32,1.5772,0.18118,0
9435,0.16395,0.33266999999999997,1.0952,0.19152,0.35547,0.63326,2.1661,0.59501,0.078678,0.059002,27.041,0.15137,0.45441000000000004,0.63326,0.99624,4.4382,0.13026,0.16746,6.2638,0.45502,0.072643,52.66,26.88,868.89,0.046648,0.19264,0.95335,0.0,13.579,3.2782,0.031677,0
9436,0.10099999999999999,0.5202399999999999,1.8498,0.20646,0.17831,0.31295,6.5676,0.23701,0.015387,0.12306,11.627,0.11667999999999999,0.17831,0.31295,8.3066,4.2758,0.062962,0.080649,12.617,0.22428,0.017777,47.541,36.114,8343.0,0.017212,0.32272,0.98279,0.0,10.107,174.22,0.44208000000000003,0
9437,0.032271,0.14128,1.0896,0.29426,0.0,0.12203,0.2836,0.066888,0.11379,0.4467,10.282,0.022525999999999997,0.11091,0.11713,0.14423,4.1547,2.9498,0.54115,2.0074,0.29736,0.13773,144.61,135.15,180.71,0.079428,0.21694000000000002,0.89325,3.1616,2.7008,0.3352,0.012655,0
9438,0.037805,0.45151,0.64985,0.030356,-0.016281,0.2472,1.1464,0.15445,0.033955,0.15654,38.802,0.07818,-0.010745999999999999,0.2472,0.34985,4.3266,0.64389,0.42681,2.4659,0.10761,0.070218,91.696,54.829,-3354.0,0.049855,0.16195,0.95015,1.1125,6.657,1.5757,-0.1581,0
9439,-0.16765,0.4027,0.8629,-0.025601,0.11592999999999999,0.27881999999999996,1.0251,-0.19492,-0.17078,-0.33802,61.729,-0.09722,0.14562999999999998,0.27881999999999996,0.42731,4.6778,0.73401,0.38069,2.4378,-0.13481,-0.099033,133.03,66.516,-2629.2,-0.077538,-0.49418999999999996,1.0775,1.1422,5.4874,1.5045,-0.055209,0
9440,0.011364,0.52082,1.369,0.090006,-0.0026076999999999997,0.38406,1.3958,0.09375,0.0081417,0.27594,71.36,0.0035859999999999998,0.011364,0.28465999999999997,1.3382,4.3472,0.42129,0.3741,2.68,2.2603,0.020078,174.19,103.02,4274.7,0.0025691,0.026505,0.99223,0.24415,3.5431,4.8635,0.19219,0
9441,0.18099,0.5854600000000001,1.5564,0.32343,0.0,0.41453999999999996,1.8522,0.32708,0.097715,0.10175,0.58821,0.18131,0.44076000000000004,0.34003,4.6678,2.8268,0.24523,0.35038,3.1637,2.854,0.097877,142.25,141.72,218.59,0.097888,0.35024,0.90228,0.0,2.5756,20.856,0.32573,0
9442,0.046235000000000005,0.65136,0.51182,0.1113,0.0,0.34769,2.0144,0.11722,0.022952,0.17829,5.9281,0.092764,0.11112999999999999,0.09421900000000001,0.52157,2.5961,0.31335,0.33897,3.0926,2.9459,0.045536,47.271,41.616,-125.45,0.046051,0.1133,0.95886,0.0,8.7706,3.0218,-0.31799,0
9443,0.067995,0.28496,1.5712,0.06162,0.11237,0.66923,1.7532,0.27343,0.039277,0.11202,43.816,0.074482,0.1229,0.66923,1.2118,4.0557,0.18155,0.17208,6.0752,0.23032,0.043024,90.696,48.782,1850.6,0.043421,0.1016,0.95658,0.057409,7.4823,3.1347,0.16277,0
9444,-0.14611,0.26275,1.8358,0.078775,0.0,0.51156,1.3459999999999999,-0.21684,-0.10856,-0.17935,9.8265,-0.15111,0.5166,0.3359,0.98824,3.6287,0.36117,0.1755,5.1228,3.065,-0.097313,125.19,114.26,933.92,-0.11227,-0.28563,1.1065,0.19983,3.1945,2.6002,0.21961,0
9445,-0.032557,0.52363,0.57434,0.37503,0.0,0.059463,0.72023,-0.026329,-0.045204,4.0224,17.612,0.001592,0.1372,-0.034861,0.085038,4.1193,1.046,0.96093,1.3755,0.57937,0.0,52.888,39.563,-2933.9,0.24341,-0.54752,0.76136,3.8821,9.2257,1.03,-0.22289,0
9446,0.019027000000000002,0.013474000000000002,24.095,17.758,0.0,0.9865299999999999,0.56414,19.595,0.033728,0.0016922,20.428,0.019808000000000003,0.38123,0.73,1.4608,3.2898,-0.39535,0.024753,41.869,40.399,0.036209,55.243,35.532,606.55,0.035111,0.019287000000000002,0.96666,0.0,10.272,0.83535,0.31119,0
9447,0.13041,0.69438,0.63011,0.022903,0.0,0.14595,1.2201,0.20801,0.10689,0.11519,88.963,0.19825,0.041527,0.14227,0.25949,4.8798,0.69324,0.67954,1.7571,1.1965,0.16383,126.13,51.628,-19476.0,0.16249,0.7357600000000001,0.8933,1.0688,7.0698,2.1692,-0.25684,0
9448,0.086745,0.69762,1.1717,0.23561,0.0099605,0.25727,1.6164,0.14614,0.053667,0.21571,31.222,0.092559,0.06442200000000001,0.14506,1.4089,4.0291,0.36722,0.45781,2.317,2.0516,0.057519,147.46,118.03,1280.8,0.057264,0.27654,0.94685,0.0,3.0924,8.8516,0.11978,0
9449,0.20765999999999998,0.081512,4.8635,4.2123,0.0,0.9184899999999999,0.89822,3.4689,0.23119,0.010783,8.8882,0.18492,0.43217,0.91112,1.5218,4.1327,-0.28988,0.11428,11.019,8.7508,0.19693,21.568,14.51,4274.4,0.20587,0.18835,0.78106,0.0,25.155,1.4882,0.31492,0
9451,0.042621,0.7104199999999999,1.0936,0.085662,0.055925,0.17386,0.90469,0.10866,0.048342,0.27402,63.176,0.050661000000000005,0.066551,0.17386,0.77942,5.2958,0.73563,0.87122,1.241,0.071311,0.05746,296.45,238.02,13143.0,0.075116,0.19474,0.92488,0.0,1.5335,3.9524,0.06651,0
9452,0.0079062,0.59931,0.40549,0.026952,-0.20461,0.023601,0.6895899999999999,0.09621,0.011465,0.24331,9.5459,0.066607,-0.11105999999999999,-0.1967,0.031178,4.1231,1.4049,0.962,1.1506,0.63804,0.069223,120.08,111.45,-4730.5,0.09659,0.33499,0.98865,15.880999999999998,3.2749,0.91097,-0.3563,0
9453,0.60119,0.5746100000000001,0.93178,0.31185,0.0,0.42485,3.772,1.1392,0.15938,0.024338,0.0,0.7189399999999999,1.1636,0.41807,0.91445,3.8676,0.12727,0.18821,6.5644,5.3083,0.19452,34.469,34.469,-289.0,0.1906,1.1277,0.84154,0.0,10.589,8.1188,-0.039202,0
9454,0.14165999999999998,0.3244,1.0454,0.15937,0.0,0.35607,1.5869,0.37026,0.089267,0.085834,28.08,0.13768,0.42552,0.097248,0.5388,4.002,0.38196,0.22384,4.8918,2.2506,0.096606,66.113,40.469,148.02,0.086757,0.40971,0.91219,0.88894,9.0193,2.4013,0.014735,0
9455,-0.0036569000000000003,0.2018,2.1121,0.024275,0.0036914,0.7133,0.8638899999999999,0.1269,-0.0043809,0.27278,117.4,-0.0054853,0.0083031,0.7133,1.2432,4.492,0.3431,0.23699,4.1365,-0.019132,-0.0065711,184.23,64.47,6967.4,-0.020076,-0.0064432000000000005,1.0201,0.11902,5.6615,1.4549,0.22443000000000002,0
9456,0.090887,0.14315,2.27,0.4049,0.28801,0.48994,0.84472,0.27918,0.10826,0.10242,36.914,0.11205,0.36673,0.48994,0.72579,4.2051,0.53521,0.19817,5.8645,0.22146,0.13347,116.08,84.317,2915.2,0.13955,0.14378,0.86045,0.74052,4.3289,1.2437,0.1818,0
9457,0.013346,0.42451000000000005,1.6414,0.047181,0.1219,0.54377,1.1699,0.088792,0.01156,0.22115,152.89,0.040158,0.15722,0.54377,1.7935,5.0611,0.37663,0.38538,2.7196,0.089668,0.034783,213.96,68.087,31341.0,0.045891,0.016784999999999998,0.95411,0.042913,5.3608,3.808,0.2723,0
9458,0.13301,0.10755,6.6628,1.253,-0.10954000000000001,0.24624000000000001,1.7795,0.23448,0.074748,0.12869,112.0,0.1386,0.032569,0.16266,0.86884,2.7768,0.35298,0.065543,16.546,2.177,0.085137,119.34,16.069,364.32,0.077885,0.53381,0.92584,2.5023,22.714,6.2787,0.6090399999999999,0
9459,0.015662,0.4369,1.106,0.0027026,0.32499,0.56277,1.3078,0.10985,0.012006,0.23394,61.228,0.02907,0.43481000000000003,0.56277,1.0889,4.0192,0.33417,0.34203,2.9858,0.066538,0.022284,134.87,74.911,483.78,0.020806,0.018076,0.97919,0.0,4.8725,2.5242,0.046291000000000006,0
9460,0.010106,0.425,2.3033,0.55685,0.0,0.575,1.0891,0.047158,0.0092793,0.53768,0.0,0.016412,-0.21129,0.49068,27.236,2.773,0.17293,0.39619,2.5627,2.524,0.015069,248.74,248.74,328.45,0.015069,0.017575999999999998,0.99084,0.0,1.4674,51.589,0.55389,0
9461,0.065831,0.23289,1.1544,0.3129,0.0,0.37672,1.3989,0.33416,0.047059,0.079954,5.5712,0.12354000000000001,0.11582,0.20824,0.51525,2.4724,0.40373,0.1826,6.0068,2.0463,0.083928,51.133,46.054,10.67,0.088308,0.14096,0.95306,1.0323,7.9255,1.9133,0.035955,0
9462,0.12140999999999999,0.8292200000000001,1.2007,0.0088141,0.0,0.16766,5.5928,0.19406,0.021708,0.1682,38.35,0.13126,0.12140999999999999,0.12309,38.224,3.05,0.14766,0.15183,6.7446,6.5616,0.02232,64.5,27.05,186.69,0.023469,0.57958,0.97829,0.0,13.494,1275.1,0.1664,0
9463,0.18845,0.39503,1.8262,0.0066762,0.0,0.60497,2.1073,0.4989,0.089429,0.065994,80.38,0.15433,0.44176000000000004,0.18845,2.1716,3.9477,0.18651,0.20228,5.3344,4.9437,0.090591,124.5,50.007,2893.3,0.073238,0.31151,0.9125,0.0,7.2989,7.5643,0.32638,0
9464,0.045904,0.7006,1.2415,0.031948,0.12662,0.20881999999999998,1.525,0.080768,0.030991,0.32616,62.762,0.060145000000000004,0.15479,0.20881999999999998,1.6038,4.3106,0.46575,0.47974,2.1142,0.084601,0.040606,208.82,146.94,3459.4,0.014047,0.18093,0.98595,0.049425,2.484,11.376,0.16919,0
9465,0.0063142,0.52437,0.85171,0.11611,-0.00041007,0.29796,1.2885,0.07333,0.0051748,0.32491,77.304,0.024822,0.013918,0.29796,0.53843,4.0125,0.53097,0.43217,2.327,0.037359,0.020343,115.38,38.514,-800.22,0.0056033,0.021192,0.9944,0.46998999999999996,9.4772,2.2049,-0.07775900000000001,0
9466,0.00020751,0.84531,1.1217,0.035272,0.0,0.11215,1.203,0.011638,0.0001725,0.77828,113.37,0.015864,0.099911,0.099326,2.1652,3.5909,0.71624,0.71207,1.4231,1.3371,0.023193,278.65,166.77,401.16,0.013187,0.0018503,0.99983,0.1482,2.1886,23.225,0.1029,0
9467,0.09272999999999999,0.43106000000000005,1.1686,0.1642,0.0,0.47023000000000004,2.3246,0.29272,0.039891,0.10054,23.843,0.060686000000000004,0.23733,0.055237,0.94751,3.9112,0.19745,0.1904,5.3928,4.2733,0.048742,67.98,44.76,592.31,0.026106,0.1972,0.96154,0.098949,8.1547,4.6841,0.07267,0
9468,-0.19805,0.84362,0.96068,0.042771,0.0,0.13947,1.5823,-0.14496,-0.12517,-0.39861,113.06,-0.1327,-0.088397,-0.10493,0.73577,3.4707,0.52992,0.49191,1.8756,1.9929,-0.091809,178.63,56.083,-98.041,-0.083862,-1.4201,1.1207,0.12129000000000001,6.5083,8.3476,-0.033169,0
9469,0.15988,0.18485,3.7343,1.3626,0.33629000000000003,0.72491,1.4424,1.0609,0.11677,0.027733,74.0,0.18292,0.42068999999999995,0.72491,2.3407,4.2584,-0.045821,0.15188,7.4069,0.98953,0.1336,116.88,51.096,9164.0,0.11109,0.17517,0.88891,0.0,7.1435,4.4211,0.50545,0
9470,-0.14382,0.053713,2.0974,1.0568,0.0,-0.087661,0.062687,-0.090633,-2.2942,-0.4758,21.949,-0.12569,-0.14382,-0.14188,-0.098791,3.9648,16.509,0.28514,1.1671,0.17319,-1.9373,325.44,259.49,543.6,-2.005,1.6406,2.8356,-11.789000000000001,1.4066,0.070646,0.058945000000000004,0
9471,0.31178,0.066727,7.4339,1.8128,0.0,0.73259,1.9535,1.403,0.15961,0.01806,45.963,0.42978999999999995,0.7661899999999999,0.7179399999999999,1.4537,4.124,0.078294,0.043793,29.276,5.698,0.2202,70.082,34.232,5711.9,0.22001,0.42558999999999997,0.84253,0.27393,10.663,3.8762,0.42931,0
